postal,blk_no_RD_name
822166,166B PUNGGOL CTRL
455270,166D UPP EAST COAST RD
427312,167 JOO CHIAT TER
423676,167 TEMBELING RD
98516,168 OCEAN DR
545621,168 YIO CHU KANG RD
308093,169 MOULMEIN RD
559161,16A BRIGHTON CRES
439305,16A CRES RD
415900,16A JLN PUNAI
457157,16A JLN ULU SIGLAP
629048,16A JOO KOON CIRCLE
466795,16A SENNETT RD
118148,16A STH BUONA VISTA RD
436565,16B BOSCOMBE RD
459196,16B EAST COAST AVE
249778,16D CHATSWORTH RD
439080,16D FORT RD
460017,17 BEDOK STH RD
559251,17 BRIGHTON AVE
659587,17 BT BATOK ST 22
59906,17 CARPENTER ST
486129,17 CHANGI STH ST 2
429474,17 CHEOW KENG RD
554784,17 CHUAN LINK
129746,17 CLEMENTI RD
436581,17 CRES RD
259540,17 DALVEY ESTATE
439269,17 DUNMAN LANE
89600,17 DUXTON HILL
486418,17 EASTWOOD DR
486578,17 EASTWOOD PL
549631,17 EE TEOW LENG RD
458671,17 ELLIOT WALK
458145,17 FRANKEL AVE
669691,17 GALISTAN AVE
489594,17 GUAN SOON AVE
219379,17 HERTFORD RD
59660,17 HONGKONG ST
548824,17 JLN ARIF
119500,17 JLN MAT JAMBOL
368905,17 JLN MELATI
368938,17 JLN MELATI
368849,17 JLN MELOR
308707,17 JLN MERLIMAU
247722,17 JERVOIS HILL
298900,17 JOAN RD
649491,17 JURONG WEST AVE 5
339274,17 KALLANG JUNCTION
268029,17 KING'S WALK
547897,17 LEITH RD
398997,17 LOR 12 GEYLANG
456854,17 LOR ABU TALIB
425613,17 LOR K TELOK KURAU
456811,17 LOR SIGLAP
467571,17 LUCKY HTS
228364,17 NIVEN RD
48829,17 NTH CANAL RD
467292,17 PARBURY AVE
437662,17 PKSTONE RD
546569,17 RECREATION LANE
248489,17 RIDLEY PK
358186,17 SOMMERVILLE WALK
628080,17 SOON LEE RD
88440,17 TANJONG PAGAR RD
596647,17 TOH TUCK TER
627975,17 TRACTOR RD
639414,17 TUAS AVE 3
638454,17 TUAS ST
588099,17 WAJEK WALK
416330,17 WARINGIN PK
117846,17 WESTRIDGE WALK
738727,17 WOODLANDS LINK
428876,170 EAST COAST RD
535441,170 TAI KENG GDNS
423823,170 TELOK KURAU RD
545623,170 YIO CHU KANG RD
427442,171 JOO CHIAT RD
534861,171 UPP PAYA LEBAR RD
387490,172 SIMS AVE
423825,172 TELOK KURAU RD
455274,172 UPP EAST COAST RD
821172,172A EDGEDALE PLAINS
822172,172B EDGEDALE PLAINS
823172,172C EDGEDALE PLAINS
266347,173 DUCHESS AVE
424565,173 ONAN RD
689458,174 CHOA CHU KANG AVE 1
98457,174 OCEAN DR
427446,175 JOO CHIAT RD
423682,175 TEMBELING RD
289073,175A HILLCREST RD
429915,176 CARPMAEL RD
118560,176 PASIR PANJANG RD
821176,176A EDGEFIELD PLAINS
822176,176B EDGEFIELD PLAINS
823176,176C EDGEFIELD PLAINS
824176,176D EDGEFIELD PLAINS
438778,177 HAIG RD
289053,177 HILLCREST RD
429733,178 CEYLON RD
820178,178 EDGEFIELD PLAINS
786034,179 SPRINGSIDE AVE
549700,17A DIX RD
279751,17A EWART PK
278865,17A HOLLAND GROVE DR
548825,17A JLN ARIF
229131,17A JLN ARUAN
419453,17A JLN GRISEK
537343,17A JLN TELITI
298536,17A MERRYN RD
454993,17A SIGLAP RD
549701,17B DIX RD
418539,17B JLN SELAMAT
267895,17B LEEDON PK
538197,17C JLN HOCK CHYE
548407,17C JANSEN RD
637816,17C TUAS RD
538198,17D JLN HOCK CHYE
555933,17E SERANGOON GARDEN WAY
467946,17G LIMAU GARDEN
467947,17H LIMAU GARDEN
547761,17J LIM TUA TOW RD
456630,17M NALLUR RD
538204,17N JLN HOCK CHYE
538208,17S JLN HOCK CHYE
466319,17S LIMAU GARDEN
466316,17V LIMAU GARDEN
538211,17Y JLN HOCK CHYE
269941,18 ASTRID HILL
139942,18 AYER RAJAH CRES
559909,18 BERWICK DR
249981,18 BISHOPSGATE
559253,18 BRIGHTON AVE
279917,18 BT SEDAP RD
539713,18 BUNGA RAMPAI PL
59907,18 CARPENTER ST
429475,18 CHEOW KENG RD
679191,18 CHESTNUT LANE
429430,18 CHIKU RD
554711,18 CHUAN LINK
269424,18 CORONATION RD
269245,18 CORONATION RD WEST
789934,18 COUNTRYSIDE LINK
98215,18 COVE GROVE
98289,18 COVE WAY
429168,18 DUKU RD
459156,18 EAST COAST DR
629824,18 ENTERPRISE RD
89374,18 EVERTON RD
69255,18 GEMMILL LANE
270018,18 GHIM MOH RD
548861,18 HONG LEE PL
619571,18 JLN BESUT
468785,18 JLN HAJI SALAM
588778,18 JLN JAMBU AYER
278211,18 JLN KELABU ASAP
488397,18 JLN PELATOK
488263,18 JLN SEGAM
268257,18 JLN SIANTAN
190018,18 JLN SULTAN
321018,18 JLN TENTERAM
247723,18 JERVOIS HILL
428119,18 JOO CHIAT LANE
128553,18 JUBILEE RD
466297,18 KEW AVE
267838,18 LEEDON RD
417428,18 LENGKONG TIGA
426439,18 LOR 107 CHANGI
416817,18 LOR MYDIN
508918,18 LOYANG LANE
507252,18 LOYANG VIEW
798692,18 MAIDA VALE
18953,18 MARINA GDNS DR
730018,18 MARSILING LANE
258485,18 NASSIM HILL
536205,18 NEW INDUSTRIAL RD
807661,18 NIM DR
456502,18 PALM DR
467293,18 PARBURY AVE
757331,18 PENAGA PL
628498,18 PIONEER RD
248490,18 RIDLEY PK
437414,18 RINGWOOD RD
258299,18 ROBIN CL
258199,18 ROBIN RD
288407,18 SHELFORD RD
358187,18 SOMMERVILLE WALK
118150,18 STH BUONA VISTA RD
786915,18 SPRINGSIDE GREEN
248122,18 SWETTENHAM RD
539775,18 TAI SENG ST
608925,18 TEBAN GDNS CRES
545704,18 TEOW HOCK AVE
627976,18 TRACTOR RD
638829,18 TUAS AVE 20
639233,18 TUAS AVE 8
738100,18 WOODLANDS LOOP
738443,18 WOODLANDS TER
357799,18 WOODSVILLE CL
269388,180 CORONATION RD WEST
786899,181 COUNTRYSIDE RD
820181,181 EDGEFIELD PLAINS
310181,181 LOR 4 TOA PAYOH
239923,182 CLEMENCEAU AVE
820182,182 EDGEFIELD PLAINS
638012,182 YUNNAN CRES
820183,183 EDGEFIELD PLAINS
424570,183 ONAN RD
820184,184 EDGEFIELD PLAINS
427896,184 JOO CHIAT PL
786901,185 COUNTRYSIDE RD
820185,185 EDGEFIELD PLAINS
229855,186 BT TIMAH RD
278583,186 HOLLAND RD
757515,186 WOODLANDS INDUSTRIAL PK E5
427899,187 JOO CHIAT PL
820188,188 PUNGGOL CTRL
438783,189 HAIG RD
423828,189 TELOK KURAU RD
269543,18A CORONATION RD
419455,18A JLN GRISEK
415876,18A JLN PUNAI
807793,18A NERAM RD
546716,18A POH HUAT RD
546084,18A SANDILANDS RD
439084,18B FORT RD
388800,18B LOR 7 GEYLANG
459205,18C EAST COAST AVE
547385,18E LOWLAND RD
259804,19 BALMORAL RD
469930,19 BEDOK AVE
269800,19 BIN TONG PK
89833,19 BT PASOH RD
299855,19 CAMBORNE RD
59908,19 CARPENTER ST
549881,19 CHIAP GUAN AVE
619941,19 CHIN BEE AVE
119701,19 CHWEE CHIAN VIEW
579307,19 CLOVER AVE
789735,19 COUNTRYSIDE VIEW
789696,19 COUNTRYSIDE WALK
89375,19 EVERTON RD
268782,19 FIFTH AVE
629414,19 GUL LANE
629416,19 GUL LANE
538956,19 HAI SING CRES
489491,19 HARVEY AVE
229134,19 JLN ARUAN
119501,19 JLN MAT JAMBOL
488295,19 JLN PERGAM
418797,19 JLN PUNAI
190019,19 JLN SULTAN
548556,19 JLN TANI
321019,19 JLN TENTERAM
457212,19 JLN TUA KONG
128555,19 JUBILEE RD
339410,19 KALLANG AVE
89126,19 KEONG SAIK RD
466236,19 KEW DR
426968,19 KOON SENG RD
417697,19 LENGKONG DUA
417488,19 LENGKONG SATU
628635,19 LOK YANG WAY
426485,19 LOR 106 CHANGI
426188,19 LOR G TELOK KURAU
467573,19 LUCKY HTS
467451,19 LUCKY VIEW
798653,19 MORNINGTON CRES
258482,19 NASSIM HILL
628379,19 PIONEER SECTOR 2
437506,19 POOLE RD
597571,19 SHAMAH TER
288408,19 SHELFORD RD
454994,19 SIGLAP RD
545872,19 SIMON WALK
786171,19 SPRINGSIDE CRES
786914,19 SPRINGSIDE GREEN
786422,19 SPRINGSIDE PL
786396,19 SPRINGSIDE VIEW
535300,19 TAI KENG GDNS
534054,19 TAI SENG AVE
347730,19 TANNERY RD
627977,19 TRACTOR RD
638488,19 TUAS RD
408623,19 UBI RD 4
266498,19 VICTORIA PK RD
588101,19 WAJEK WALK
738080,19 WOODLANDS SECTOR 1
638235,19 YUNNAN RD
820190,190 PUNGGOL CTRL
218447,190 RANGOON RD
128440,190A PANDAN LOOP
228175,110 SOPHIA RD
820192,192 PUNGGOL CTRL
820193,193 EDGEFIELD PLAINS
168976,195 PEARL'S HILL TER
278589,198 HOLLAND RD
427469,198 JOO CHIAT RD
429936,199 CARPMAEL RD
489597,19A GUAN SOON AVE
538213,19A JLN HOCK CHYE
416680,19A LOR SARINA
547245,19A PARRY AVE
556398,19A PLANTATION AVE
588015,19A YARWOOD AVE
309971,1A ASIMONT LANE
109842,1A DEPOT CL
489573,1A GUAN SOON AVE
609933,1A INTERNATIONAL BUSINESS PK
534069,1A JLN BUNGA RAMPAI
457592,1A JLN JAMAL
128519,1A JUBILEE RD
437539,1A POOLE RD
546016,1A SIMON LANE
257889,1A STEVENS DR
466377,1A WILTSHIRE RD
257504,1A WOOLLERTON PK
259552,1B DALVEY ESTATE
468648,1B JLN KATHI
418119,1B JLN SINGA
456460,1B PALM DR
627749,1B SAKRA AVE
466962,1B SENNETT LANE
436643,1B WIMBORNE RD
309489,1C CHANCERY LANE
456461,1C PALM DR
309490,1D CHANCERY LANE
424942,1D MANGIS RD
308074,1F MOUNT ROSIE RD
249844,1G CHATSWORTH AVE
419085,1H JLN KRIAN
569138,2 ANG MO KIO ST 62
229956,2 ANTHONY RD
738275,2 BEECHWOOD GROVE
559145,2 BRIGHTON CRES
439459,2 BRDRICK RD
159835,2 BT MERAH CTRL
249887,2 CABLE RD
429751,2 CARPMAEL RD
498828,2 CHANGI NTH ST 1
498775,2 CHANGI NTH ST 2
486149,2 CHANGI STH AVE 1
486354,2 CHANGI STH AVE 2
486123,2 CHANGI STH LANE
679175,2 CHESTNUT LANE
679120,2 CHESTNUT TER
789768,2 COUNTRYSIDE RD
436579,2 CRES RD
209549,2 DESKER RD
549677,2 DIX RD
239786,2 DUBLIN RD
309352,2 DYSON RD
400002,2 EUNOS CRES
268736,2 FIRST AVE
209295,2 FLANDERS SQUARE
279008,2 GROVE LANE
629261,2 GUL ST 3
59763,2 HAVELOCK RD
369428,2 JLN ANGGEREK
548788,2 JLN ARIF
438490,2 JLN GAJUS
588663,2 JLN JAMBU MAWAR
159346,2 JLN KILANG BARAT
163002,2 JLN KUKOH
128793,2 JLN LEMPENG
368759,2 JLN MESRA
288831,2 JLN NAGA SARI
418818,2 JLN PUNAI
268237,2 JLN SIANTAN
629031,2 JOO KOON CIRCLE
417938,2 KAKI BT AVE 1
466249,2 KEW CRES
628819,2 KIAN TECK DR
239320,2 KIM YAM RD
200002,2 KITCHENER RD
267879,2 LEEDON PK
547864,2 LEITH RD
389115,2 LOR 1 GEYLANG
508776,2 LOYANG WAY
467724,2 LUCKY CRES
467651,2 LUCKY GDNS
467541,2 LUCKY HTS
59573,2 MAGAZINE RD
387724,2 MATTAR RD
437693,2 MUGLISTON RD
609183,2 PENJURU LANE
628321,2 PIONEER SECTOR LANE
627828,2 PIONEER SECTOR WALK
266715,2 REBECCA RD
546583,2 RECREATION LANE
546394,2 RICHARDS AVE
238405,2 RIVER VALLEY GROVE
555791,2 SAINT HELIER'S AVE
207896,2 SAM LEONG RD
487533,2 SEA BREEZE AVE
466972,2 SENNETT DR
554911,2 SERANGOON NTH AVE 5
307807,2 SHREWSBURY RD
168790,2 SPOONER RD
597351,2 SUNSET PL
248140,2 SWETTENHAM CL
248118,2 SWETTENHAM GREEN
248075,2 SWETTENHAM RD
535486,2 TAI KENG AVE
608968,2 TANJONG PENJURU CRES
109256,2 TELOK BLANGAH DR
639169,2 TUAS AVE 9
638611,2 TUAS LANE
287988,2 TURF CLUB RD
207305,2 VEERASAMY RD
276291,2 WILBY RD
737778,2 WOODLANDS INDUSTRIAL PK D ST 2
768039,2 YISHUN ST 42
638133,2 YUNNAN WALK 1
608780,8 PENJURU PL
139964,20 AYER RAJAH CRES
469277,20 BEDOK STH RD
629937,20 BENOI PL
559167,20 BRIGHTON CRES
559174,20 BRIGHTON CRES
429767,20 CARPMAEL RD
209851,20 CAVAN RD
486547,20 CHANGI STH AVE 2
679135,20 CHESTNUT TER
129749,20 CLEMENTI RD
259686,20 CLUNY HILL
49319,20 COLLYER QUAY
268903,20 DUKE'S RD
428572,20 EVERITT RD
458410,20 FIDELIO ST
69256,20 GEMMILL LANE
549330,20 GLASGOW RD
548863,20 HONG LEE PL
249326,20 JLN ARNAP
538372,20 JLN CHERMAT
468790,20 JLN HAJI SALAM
278042,20 JLN PUTEH JERNEH
418310,20 JLN SENANG
428116,20 JOO CHIAT LANE
619094,20 JURONG PORT RD
548208,20 KOVAN CL
267788,20 LIM TAI SEE WALK
426564,20 LOR 104 CHANGI
119171,20 LOR SARHAD
358714,20 LOR SELANGAT
79312,20 PECK SEAH ST
424444,20 PENNEFATHER RD
546950,20 PHILLIPS AVE
466715,20 SENNETT TER
597572,20 SHAMAH TER
456208,20 SIGLAP CL
118154,20 STH BUONA VISTA RD
787001,20 SPRINGSIDE AVE
786159,20 SPRINGSIDE CRES
424045,20 STILL LANE
597534,20 SUNSET CL
535694,20 SUNSHINE TER
58479,20 TRENGGANU ST
639532,20 TUAS AVE 1
639144,20 TUAS AVE 10
738445,20 WOODLANDS TER
738391,20 WOODLANDS WALK
247735,20 ZION RD
436998,200 TANJONG KATONG RD
160201,201 KIM TIAN RD
424585,201 ONAN RD
821201,201A PUNGGOL FIELD
822201,201B PUNGGOL FIELD
522201,201B TAMPINES ST 21
522230,201B TAMPINES ST 21
823201,201C PUNGGOL FIELD
824201,201D PUNGGOL FIELD
469332,202 BEDOK STH AVE 1
469333,202 BEDOK STH AVE 1
424586,202 ONAN RD
821202,202A PUNGGOL FIELD
822202,202B PUNGGOL FIELD
560203,203 ANG MO KIO AVE 3
821203,203A PUNGGOL FIELD
822203,203B PUNGGOL FIELD
520204,204 TAMPINES ST 21
821204,204A PUNGGOL FIELD
822204,204B PUNGGOL FIELD
823204,204C PUNGGOL FIELD
824204,204D PUNGGOL FIELD
560205,205 ANG MO KIO AVE 1
429939,205 CARPMAEL RD
428904,205 EAST COAST RD
438786,205 HAIG RD
419535,205 JLN EUNOS
339341,205 KALLANG BAHRU
339342,205A KALLANG BAHRU
821205,205A PUNGGOL FIELD
560206,206 ANG MO KIO AVE 1
821206,206A PUNGGOL PL
249092,207 JERVOIS RD
339343,207 KALLANG BAHRU
424591,208 ONAN RD
128401,208 PANDAN LOOP
829686,208 PONGGOL SEVENTEENTH AVE
521208,208A TAMPINES AVE 2
459211,20A EAST COAST AVE
549453,20A FLOWER RD
418542,20A JLN SELAMAT
457164,20A JLN ULU SIGLAP
598122,20A LOR KILAT
358560,20A MATLOCK RISE
808024,20A MIMOSA RD
258396,20A NASSIM RD
588009,20A YARWOOD AVE
456669,20C NALLUR RD
546222,20C ROSYTH RD
439765,21 BOSCOMBE RD
439511,21 BRDRICK RD
659759,21 BT BATOK EAST AVE 6
648170,21 BULIM DR
429768,21 CARPMAEL RD
498788,21 CHANGI NTH RISE
486630,21 CHANGI STH AVE 2
299752,21 CHEE HOON AVE
679377,21 CHESTNUT CRES
554803,21 CHUAN DR
599524,21 CLEMENTI CRES
69410,21 CLUB ST
269646,21 CORNWALL GDNS
98216,21 COVE GROVE
259544,21 DALVEY ESTATE
486622,21 EASTWOOD PL
259175,21 FERNHILL CRES
458149,21 FRANKEL AVE
279652,21 GARLICK AVE
279380,21 GREENLEAF RISE
619478,21 JLN BUROH
489059,21 JLN CHEMPAKA KUNING
468715,21 JLN HAJIJAH
808941,21 JLN KERUING
418946,21 JLN MASJID
368819,21 JLN MESIN
438449,21 JLN NURI
468158,21 JLN POKOK SERUNAI
418800,21 JLN PUNAI
537316,21 JLN TELITI
628979,21 JOO KOON RD
548322,21 JOON HIANG RD
89128,21 KEONG SAIK RD
757230,21 KERONG LANE
466294,21 KEW AVE
466084,21 KEW TER
628773,21 KIAN TECK RD
267900,21 LEEDON PK
547899,21 LEITH RD
179290,21 LEWIN TER
288735,21 LINDEN DR
319256,21 LOR 8 TOA PAYOH
424959,21 MANGIS RD
739175,21 MARSILING INDUSTRIAL ESTATE RD 9
228516,21 MOUNT ELIZABETH
807701,21 NIM CRES
609388,21 PANDAN AVE
467330,21 PARBURY AVE
668169,21 PHOENIX RD
546519,21 RECREATION RD
437438,21 RHU CROSS
546430,21 RICHARDS AVE
618780,21 SECOND CHIN BEE RD
628144,21 SHIPYARD RD
535223,21 TAI SENG DR
88444,21 TANJONG PAGAR RD
88331,21 TEO HONG RD
596685,21 TOH TUCK RD
596649,21 TOH TUCK TER
639085,21 TUAS AVE 11
638032,21 TUAS STH ST 1
408724,21 UBI RD 1
638281,21 YUNNAN DR 2
651210,210A BT BATOK ST 21
159552,211 HENDERSON RD
249086,211 JERVOIS RD
428911,212 EAST COAST RD
428912,213 EAST COAST RD
128404,213 PANDAN LOOP
128405,214 PANDAN LOOP
249090,215 JERVOIS RD
429945,216 CARPMAEL RD
429947,216 CARPMAEL RD
424598,216 ONAN RD
249082,217 JERVOIS RD
238277,219 RIVER VALLEY RD
439507,21A BRDRICK RD
423744,21A TEMBELING RD
489206,21C JLN ANGIN LAUT
548415,21C JANSEN RD
539985,22 AH SOO GARDEN
569506,22 ANG MO KIO INDUSTRIAL PK 2
349965,22 ANGSANA AVE
629892,22 BENOI RD
629854,22 BENOI SECTOR
469092,22 BILAL LANE
349704,22 CEDAR AVE
679195,22 CHESTNUT LANE
429434,22 CHIKU RD
459613,22 COLDSTREAM AVE
269647,22 CORNWALL GDNS
549709,22 DIX RD
239810,22 DUBLIN RD
309050,22 GOLDHILL AVE
308970,22 GOLDHILL DR
438985,22 GOODMAN RD
229199,22 HOOPER RD
757364,22 INGGU RD
588606,22 JLN KG CHANTEK
278167,22 JLN KUNING
288806,22 JLN PANDAN
299068,22 JLN SEJARAH
548420,22 JANSEN RD
247725,22 JERVOIS HILL
467960,22 KEW DR
628839,22 KIAN TECK DR
598304,22 KING ALBERT PK
416823,22 LOR MYDIN
328463,22 MOONSTONE LANE
48834,22 NTH CANAL RD
437669,22 PKSTONE RD
556271,22 RAGLAN GROVE
546349,22 RICHARDS PL
758044,22 SENOKO WAY
628082,22 SOON LEE RD
787874,22 SPRINGLEAF WALK
786425,22 SPRINGSIDE PL
786475,22 SPRINGSIDE WALK
597319,22 SUNSET SQUARE
535270,22 TAI KENG LANE
588103,22 WAJEK WALK
436787,22 WAREHAM RD
638335,22 YUNNAN CRES
427926,221 JOO CHIAT PL
98536,221 OCEAN DR
424604,222 ONAN RD
188550,222 QUEEN ST
398008,223 MOUNTBATTEN RD
551223,223A SERANGOON AVE 4
560224,224 ANG MO KIO AVE 1
757986,224 SAINT JOHN'S RD
238283,225 RIVER VALLEY RD
128412,226 PANDAN LOOP
429483,22A CHEOW KENG RD
429171,22A DUKU RD
549334,22A GLASGOW RD
437670,22A PKSTONE RD
424342,22A RAMBAI RD
546432,22A RICHARDS AVE
288117,22A SWISS CLUB RD
588008,22A YARWOOD AVE
598325,22B KING ALBERT PK
429174,22D DUKU RD
249167,22D JLN TUPAI
546177,22D ROSYTH RD
423567,22D TEMBELING RD
457174,22K JLN ULU SIGLAP
439554,23 BRANKSOME RD
199441,23 BUSSORAH ST
499616,23 CHANGI NTH CRES
249786,23 CHATSWORTH RD
549884,23 CHIAP GUAN AVE
129752,23 CLEMENTI RD
268905,23 DUKE'S RD
279809,23 EAST SUSSEX LANE
279760,23 EWART PK
268786,23 FIFTH AVE
619738,23 FISHERY PORT RD
538981,23 GAMBIR WALK
279654,23 GARLICK AVE
629356,23 GUL RD
489497,23 HARVEY AVE
268607,23 JLN AMPANG
428393,23 JLN BAIDURI
369043,23 JLN JERMIN
359120,23 JLN LATEH
288853,23 JLN NAGA SARI
438458,23 JLN NURI
428138,23 JOO CHIAT AVE
548323,23 JOON HIANG RD
128562,23 JUBILEE RD
339414,23 KALLANG AVE
328932,23 KIM KEAT CL
267844,23 LEEDON RD
159095,23 LENG KEE RD
426618,23 LOR 102 CHANGI
456817,23 LOR SIGLAP
467455,23 LUCKY VIEW
437713,23 MUGLISTON RD
59389,23 NEW BRIDGE RD
628588,23 NEYTHAL RD
456507,23 PALM DR
437671,23 PKSTONE RD
547250,23 PARRY AVE
807369,23 SARACA RD
597575,23 SHAMAH TER
455862,23 SIGLAP RD
545781,23 SIRAT RD
786398,23 SPRINGSIDE VIEW
423960,23 STILL RD
729248,23 SUNGEI KADUT ST 2
806429,23 SUNRISE PL
597371,23 SUNSET PL
423514,23 TENG TONG RD
88332,23 TEO HONG RD
639454,23 TUAS AVE 2
638490,23 TUAS RD
429952,230 CARPMAEL RD
397799,230 STADIUM BOULEVARD
437018,230 TANJONG KATONG RD
757994,232 SAINT JOHN'S RD
424613,234A ONAN RD
437024,236 TANJONG KATONG RD
128424,237 PANDAN LOOP
760238,238 YISHUN RING RD
159930,239 ALEXANDRA RD
279776,23A EWART PK
468800,23A JLN HAJI SALAM
538220,23A JLN HOCK CHYE
268356,23A JLN LIM TAI SEE
457223,23A JLN TUA KONG
426321,23A LOR G TELOK KURAU
416683,23A LOR SARINA
298275,23A OLIVE RD
248417,23A RIDOUT RD
248132,23A SWETTENHAM RD
545537,23A YIO CHU KANG RD
468803,23D JLN HAJI SALAM
469837,24 BEDOK GARDEN
339853,24 BENG WAN RD
799901,24 BROMPTON RD
554724,24 CHUAN LINK
259629,24 CLUNY PK
269578,24 CORONATION DR
279655,24 GARLICK AVE
369833,24 HAPPY AVE EAST
258815,24 JLN HAROM SETANGKAI
538135,24 JLN KESOMA
329054,24 JLN SEMERBAK
418313,24 JLN SENANG
428139,24 JOO CHIAT AVE
465910,24 KEW WALK
298795,24 KHEAM HOCK RD
547773,24 LIM TUA TOW RD
536602,24 LOR GAMBIR
308068,24 MOUNT ROSIE RD
437728,24 MUGLISTON RD
738223,24 OAKWOOD GROVE
437672,24 PKSTONE RD
248536,24 PEIRCE RD
757334,24 PENAGA PL
546308,24 ROBEY CRES
266674,24 SECOND AVE
786476,24 SPRINGSIDE WALK
248110,24 SWETTENHAM RD
535508,24 TAI KENG AVE
98774,24 TEMENGGONG RD
639455,24 TUAS AVE 2
639274,24 TUAS AVE 7
207282,24 VERDUN RD
127576,24 WEST COAST PL
257608,24 WHITE HOUSE PK
437029,241 TANJONG KATONG RD
118599,243 PASIR PANJANG RD
560244,244 ANG MO KIO AVE 3
534897,244 UPP PAYA LEBAR RD
560245,245 ANG MO KIO AVE 3
118605,246 PASIR PANJANG RD
424629,248 ONAN RD
159935,249 ALEXANDRA RD
424630,249 ONAN RD
268994,24A DUCHESS RD
459255,24A EAST COAST AVE
459256,24B EAST COAST AVE
537322,24B JLN TELITI
546184,24B ROSYTH RD
327987,24D SAINT MICHAEL'S RD
539988,25 AH SOO GARDEN
309898,25 BARKER RD
579686,25 BRIGHT HILL CRES
219857,25 BRISTOL RD
429776,25 CARPMAEL RD
486059,25 CHANGI STH ST 1
509924,25 CHANGI VILLAGE RD
269579,25 CORONATION DR
486425,25 EASTWOOD GREEN
539080,25 EDEN GROVE
599420,25 ENG KONG CRES
428487,25 FOWLIE RD
530025,25 HOUGANG AVE 3
369389,25 JLN BELANGKAS
200025,25 JLN BERSEH
489063,25 JLN CHEMPAKA KUNING
489021,25 JLN CHEMPAKA PUTEH
419461,25 JLN GRISEK
278439,25 JLN HITAM MANIS
278218,25 JLN KELABU ASAP
418548,25 JLN SELAMAT
576744,25 JLN TARUM
619264,25 JLN TUKANG
428140,25 JOO CHIAT AVE
619098,25 JURONG PORT RD
89132,25 KEONG SAIK RD
466233,25 KEW DR
466289,25 KEW TER
628842,25 KIAN TECK DR
268076,25 KING'S RD
88993,25 KRETA AYER RD
159097,25 LENG KEE RD
547798,25 LIM TUA TOW RD
426569,25 LOR 104 CHANGI
388074,25 LOR 29 GEYLANG
467579,25 LUCKY HTS
467457,25 LUCKY VIEW
424861,25 MARSHALL RD
328649,25 MARTABAN RD
805550,25 MIMOSA PL
462025,25 NEW UPP CHANGI RD
424479,25 ONAN RD
668171,25 PHOENIX RD
188381,25 SEAH ST
466720,25 SENNETT TER
570025,25 SIN MING RD
786174,25 SPRINGSIDE CRES
423934,25 STILL RD STH
423936,25 STILL RD STH
347786,25 TANNERY LANE
596886,25 TOH TUCK DR
596651,25 TOH TUCK TER
639375,25 TUAS AVE 4
408621,25 UBI RD 4
127002,25 WEST COAST WAY
738731,25 WOODLANDS LINK
545539,25 YIO CHU KANG RD
188983,250 MIDDLE RD
574373,250 UPP THOMSON RD
117623,250A PASIR PANJANG RD
629146,251 JLN AHMAD IBRAHIM
98546,252 OCEAN DR
424634,252 ONAN RD
549961,25-4 BOUNDARY RD
551254,254A SERANGOON CTRL DR
118620,255 PASIR PANJANG RD
278605,256 HOLLAND RD
560257,257 ANG MO KIO AVE 4
118623,257 PASIR PANJANG RD
118624,257A PASIR PANJANG RD
427512,258 JOO CHIAT RD
424651,259 ONAN RD
554806,25A CHUAN DR
279778,25A EWART PK
769930,25A JLN CHERPEN
418549,25A JLN SELAMAT
508059,25A TOH AVE
287919,25A VANDA CRES
455085,25A WOO MON CHEW RD
549343,25B GLASGOW RD
547274,25B PARRY AVE
469838,26 BEDOK GARDEN
629858,26 BENOI SECTOR
309525,26 CHANCERY LANE
429367,26 CRANE RD
549636,26 EE TEOW LENG RD
629346,26 GUL RD
757366,26 INGGU RD
369247,26 JLN CHENGKEK
229064,26 JLN ELOK
538302,26 JLN GOTONG ROYONG
359078,26 JLN RIA
548566,26 JLN TANI
467963,26 KEW DR
159104,26 LENG KEE RD
417435,26 LENGKONG TIGA
267794,26 LIM TAI SEE WALK
467828,26 LIMAU GROVE
425439,26 LOR L TELOK KURAU
536268,26 LOR PENCHALAK
467580,26 LUCKY HTS
437729,26 MUGLISTON RD
258470,26 NASSIM HILL
307957,26 NEWTON RD
437470,26 RAMSGATE RD
570026,26 SECTOR A SIN MING INDUSTRIAL ESTATE
546046,26 SIMON LANE
628086,26 SOON LEE RD
288121,26 SWISS CLUB RD
555589,26 TAI HWAN CRES
628015,26 THIRD LOK YANG RD
507935,26 TOH CRES
596696,26 TOH TUCK RD
638992,26 TUAS AVE 13
638157,26 YUNNAN WALK 2
278608,260 HOLLAND RD
427941,260 JOO CHIAT PL
437049,262 TANJONG KATONG RD
757150,265 WAK HASSAN DR
550266,266 SERANGOON CTRL DR
427521,267 JOO CHIAT RD
757151,267 WAK HASSAN DR
238856,268 ORCHARD RD
238313,268 RIVER VALLEY RD
761269,269A YISHUN ST 22
762269,269B YISHUN ST 22
139963,26A AYER RAJAH CRES
559944,26A BERWICK DR
268527,26A JLN HAJI ALIAS
536533,26A LOR HOW SUN
546187,26A ROSYTH RD
534482,26A VALLEY RD
248542,26D PEIRCE RD
546732,26E POH HUAT RD
545074,26F POH HUAT RD
259855,27 BALMORAL PK
299906,27 BERRIMA RD
89745,27 CANTONMENT RD
554760,27 CHUAN VIEW
789898,27 COUNTRYSIDE PL
809431,27 DEDAP RD
359388,27 DUNSFOLD DR
